LANGCODE	EXAMPLE	SOURCE	REFERENCE	REFERENCE_PAGE	CAT	GROUPID	EDITOR	COMMENT	VERSION	COMMENT_INTERN
cu	Зимноє бо` времѧ бранѧ´ше мѹ ити къ римꙋ:	NKRJa			DAT-CTR	SB0016	Sandra		1	
cu	Ходи Ꙗрославъ сн҃ъ Ст҃ополчь на Ꙗтьвѧгꙑ второє. и побѣди ꙗ.	NKRJa			POSS-ADJ	SB0017	Sandra		1	
cu	Томь (ж̑) · лѣ(т̑) · прѣстави сѧ ·ӏѡ҃а· сн҃ъ всѣволожь вънѹкъ мьстиславль.	NKRJa			POSS-ADJ	SB0018	Sandra		1	
cu	Въ лѣ(т̑) ·҂ꙅ҃·ф҃·о͠ꙅ· гнѣвъ бж҃ии бꙑ(с̑) · придоша половци · и побѣдиша рꙋсьскѹю землю.	NKRJa			POSS-ADJ	SB0019	Sandra		1	
cu	И минувшу лѣту, в лѣто 6496, иде Володимеръ с вои на Корсунь, град грѣчкый, и затворишася корсуняни въ градѣ.	NKRJa			DAT-ABS	SB0020	Sandra		1	→ ein zusammenhängender Text aus "Повҍсть врҍменьныхъ лҍтъ"
cu	И изнемогаху людие въ градѣ, и рече Володимеръ к гражаномъ: «Аще ся не вдасте, имамъ стояти за три лѣта».	NKRJa			FUTUR	SB0021	Sandra		1	
cu	Володимеръ же изряди воя своя и повелѣ приспу сыпати к граду.	NKRJa			OBJ-CTR	SB0022	Sandra		1	
cu	Володимеръ же, се слыша, възрѣвъ на небо, и рече: «Аще ся сбудеть, се имамъ креститися».	NKRJa			FUTUR	SB0023	Sandra		1	
cu	И ту абье повелѣ копати прекы трубамъ, и переяша воду.	NKRJa			OBJ-CTR	SB0024	Sandra		1	
cu	Посла же Володимеръ со свѣтомъ Галичкꙑ(х̑) боѧръ. нарѣчье попомъ. к Володимерцемь. рекꙑ имъ. не имать ѡстатисѧ градъ вашь. аще ми не вꙑдасте Романовичю. аще не приимете брата моего Ст҃ослава. кнѧжити в Володимерѣ.	NKRJa			FUTUR	SB0025	Sandra		1	
cu	Eгда приведоша моисѣꙗ пр(д)е фараѡн(а). и ркоша старци фараѡни сии хощеть смири(т). ѡбласть егупетьску. ꙗкоже и бы(с).	NKRJa			FUTUR	SB0026	Sandra		1	
cu	Ѹмершю бо тобѣ, инъ приимεє(т) и начнε(т) вεселитисѧ в семъ, а ты всює трꙋжялъсѧ бꙋдεши.	NKRJa			DAT-ABS	SB0027	Sandra		1	
ru	Несколько сотрудников пришло на собрание.				AGR-NUM	SB0028	Sandra		1	
ru	Большинство сотрудников пришло на собрание.				AGR-NUM	SB0028	Sandra		1	
ru	Несколько сотрудников пришли на собрание.				AGR-NUM	SB0029	Sandra		1	
ru	Большинство сотрудников пришли на собрание.				AGR-NUM	SB0028	Sandra		1	
ru	Первые два мальчика пришли вовремя.				AGR-NUM	SB0030	Sandra		1	
ru	Два умные мальчика пришли вовремя.				AGR-NUM	SB0031	Sandra		1	
ru	Два умных малчика пришли вовремя.				AGR-NUM	SB0031	Sandra		1	
ru	Две умные девушки пришли вовремя.				AGR-NUM	SB0032	Sandra		1	
ru	Две умных девушки пришли вовремя.				AGR-NUM	SB0032	Sandra		1	
ru	Два года прошло в напряжённой работе.				AGR-NUM	SB0033	Sandra		1	
ru	Два президента сочинили новый экономический союз.				AGR-NUM	SB0034	Sandra		1	
bcms	Na crnom su tržištu za audije postizali cijenu do 8000 njemačkih maraka, a volkswagene i mercedese prodavali su za 3000 maraka.				NAME	SB0035	Sandra		1	
cs	V katalogu byly i škodovky, fabie i octavie, fordy, volkswageny, různě silná volva, nějaké mercedesy a jeden tmavězelený jaguar.				NAME	SB0036	Sandra		1	
ru	У него несколько мерседесов.				NAME	SB0037	Sandra		1	
pl	lśniące od chromu amerykańskie limuzyny, eleganckie mercedesy, maleńkie fiaty, poza tym ople, peugeoty, volkswageny.				NAME	SB0038	Sandra		1	
cs	Podporu přislíbili i manželé Novotní.				NAME	SB0039	Sandra		1	
ru	Ивановы были в отпуске.				NAME	SB0040	Sandra		1	
pl	Nowickie bardzo się chwaliły listem od Ciebie...				NAME	SB0041	Sandra		1	
bcms	Tada je, naime, obitelj Lucić u Samobor doselila iz Posavine.				NAME	SB0042	Sandra		1	
bcms	Imao bi puno više smisla kad bi gro bazične potrošnje bilo proizvedeno na ovom području i kupljeno npr. na veletržnici u Komolcu (hrana), a piće u obližnjoj tvornici za proizvodnju vode, sokova, piva...				GENPART	SB0043	Sandra		1	
cs	A pak jsme šli do jedné restaurace a on poručil tři piva a vrchní je donesl.				INCOUNT	SB0044	Sandra		1	
ru	Oн разбирается в винах.				INCOUNT	SB0045	Sandra		1	
bcms	Kapacitet mini pivovara prilagođava se potrebama naručitelja, tako da je moguća proizvodnja od 600 do 6000 litara dnevno. Omogućena je proizvodnja različitih vrsta piva - svjetlih i tamnih, s višim ili nižim sadržajem ekstrakta, s manje ili više alkohola.				INCOUNT	SB0046	Sandra		1	
cs	Bratr je zdráv.				SF-ADJ	SB0047	Sandra		1	
cs	Bratr je zdrávý.				LF-ADJ	SB0047	Sandra		1	
bcms	Ovaj se vidi kao novoga gradonačelnika.				LF-ADJ	SB0048	Sandra		1	
bcms	Zagreb u srijedu dobiva novoga gradonačelnika.				LF-ADJ	SB0048	Sandra		1	
ru	Брат здоров.				SF-ADJ	SB0049	Sandra		1	
ru	Брат здоровый.				LF-ADJ	SB0049	Sandra		1	
cs	On nejhezčí taxikář.				GRAD	SB0050	Sandra		1	
cs	Bylo opatřeno novou matrací, potaženou černým voskovaným plátnem a dvěma tvrdými polštáři pod hlavu.				PASS, AGR-NUM	SB0051	Sandra		1	
pl	Jesteś dla mnie najważniejszą osobą na świecie.				GRAD, NOMPRED	SB0052	Sandra		1	
pl	Dziennikarz przytacza co pikantniejsze czy głupsze notki prasowe.				GRAD	SB0053	Sandra		1	
bcms	U posljednjih desetak godina otkriveni su arheološki ostaci helenističkoga grada , a u novije vrijeme pronađene su crkve poznate iz kasnoantičkih i srednjovjekovnih spomena.				RESULT	SB0054	Sandra		1	
ru	В прошлом году много детей занималось настольным теннисом.				AGR-NUM	SB0055	Sandra		1	
ru	На уроках по лингвистике обсуждают новейшие теории.				GRAD	SB0056	Sandra		1	
bcms	Jedino što sam htio bilo je da napišem dobru knjigu.				COMP	SB0057	Sandra		1	
bcms	U takvim trenucima shvatim da nisam Homer, a ni Vergilije, i velikom gestom obećam da neću više ni retka napisati, a to naravno napišem u dnevnik, pa opet - pišem.				COMP	SB0058	Sandra		1	
cs	Rád bych si s vámi pohovořil.				AGRSEM	SB0059	Sandra		1	
bcms	Bio byh pristao da sam bio uvjeren.				COMP	SB0060	Sandra		1	
cs	Dům se staví.				PASS	SB0061	Sandra		1	
cs	Ale ono se nemusí jezdit někam daleko.				DUMMY	SB0062	Sandra		1	
cs	Dopis je psán.				PASS, RESULT	SB0063	Sandra		1	
cs	Dopis byl psán.				PASS	SB0063	Sandra		1	
cs	Dopis je napsán.				PASS, RESULT	SB0063	Sandra		1	
cs	Dům je stavěn.				PASS	SB0064	Sandra		1	
cs	Kniha byla/bude zaplacena.				PASS	SB0065	Sandra		1	
bcms	Tko ulazi kao kandidat za budućeg papu (tko je "papabile"), taj obično ne biva izabran.				PASS	SB0066	Sandra		1	
bcms	Ostali koji su iste večeri bili prevezeni u bolnicu, pušteni su kući.				PASS, RESULT	SB0067	Sandra		1	
bcms	U književnosti je taj problem često obrađivan.				PASS, ITER	SB0068	Sandra		1	
bcms	Do ljeta situacija mora biti sređena.				PASS	SB0069	Sandra		1	
ru	Саша моется в ванне.				POSTFIX, REFL	SB0070	Sandra		1	
ru	Я учусь в университете.				POSTFIX	SB0071	Sandra		1	
ru	Женя научился правописанию.				POSTFIX	SB0072	Sandra		1	
bcms	Dr. Goreta je zaključio da Glasnović nije imao kontrolu nad sobom.				COMP	SB0073	Sandra		1	
pl	Arek się myje w wannie.				REFL, REFCLIT	SB0074	Sandra		1	
pl	Jak się pisze pana nazwisko?				PASS, REFCLIT	SB0075	Sandra		1	
pl	Kasia boi sie psów.				REFCLIT	SB0076	Sandra		1	
pl	Ania nauczyła się ortografii.				REFCLIT	SB0077	Sandra		1	
pl	Żołnierze przestali odtrzymywać listy z domu.				COMP	SB0078	Sandra		1	
cs	Hodně se spolu nasmáli.				REFCLIT	SB0079	Sandra		1	
cs	Objali se a vášnivě políbili.				REFCLIT	SB0080	Sandra		1	
cs	Toho muže už nebylo vidět, vyšel na ulici.				MOD	SB0081	Sandra		1	
cs	Přijel jsem blíže a pořádně se rozhlédl. Uviděl jsem jezero.				REFCLIT	SB0082	Sandra		1	
cs	Seděl na schodech a oddával se pochmurným myšlenkám.				REFCLIT	SB0083	Sandra		1	
bcms	Oni sami napišu što misle o sebi.				COMP	SB0084	Sandra		1	
cs	My/vy zůstáváme/zůstáváte mezi sebou.				REFL	SB0085	Sandra		1	
ru	Я/ты/он/старик рассказывал о себе.				REFL	SB0086	Sandra		1	
ru	Я/ты/она/старуха рассказывала о себе.				REFL	SB0086	Sandra		1	
pl	Opowiadałem/opowiadałam o sobie.				REFL	SB0086	Sandra		1	
pl	Ty opowiadałeś/opowiadałaś o sobie.				REFL	SB0086	Sandra		1	
bcms	Troica boraca su došla.				AGR-NUM	SB0087	Sandra		1	
ru	Это мое дитя. Ее зовут Лена.				AGRSEM	SB0088	Sandra		1	
ru	Это наш новый психолог. Он является специалистом по возрастной психологии.				AGRSEM	SB0089	Sandra		1	
ru	Это наш новый психолог. Она является специалистом по возрастной психологии.				AGRSEM	SB0089	Sandra		1	
ru	Это наша новая психолог. Она является специалистом по возрастной психологии.				AGRSEM	SB0089	Sandra		1	
bcms	Uglednik se na jezik modernoga doba prevodi kao VIP.				REFCLIT	SB0090	Sandra		1	
cs	Měřily se somatické parametry: tělesná výška, obvod hlavy, obvod hrudníku.				REFCLIT, PASS	SB0091	Sandra		1	
cs	Taxi zastavilo před hotelem.				AGRSEM	SB0092	Sandra		1	
pl	Istotnie, młode szympansy wydają się nam niezwykle podobne do ludzkich niemowląt.				REFCLIT	SB0093	Sandra		1	
bcms	Sindikati su nezadavoljni predloženim programom.				NOMPRED	SB0094	Sandra		1	
bcms	Mnoge reakcije bile vrlo negativne.				NOMPRED	SB0095	Sandra		1	
bcms	To su otvorena pitanja.				NOMPRED	SB0096	Sandra		1	
cs	Existuje mnoho malých čaker, ale pouze sedm hlavních, z nichž každá odpovídá jedné barvě světelného spektra.				AGR-NUM	SB0097	Sandra		1	
ru	Вчера мы читали книгу.				AGRSEM	SB0098	Sandra		1	diese Beispiele sollten parallel geführt werden
pl	Wczoraj czytaliśmy/czytałyśmy książkę.				AGRSEM	SB0098	Sandra		1	diese Beispiele sollten parallel geführt werden
bcms	Jučer smo čitali/čitale knjigu.				AGRSEM	SB0098	Sandra		1	diese Beispiele sollten parallel geführt werden
cs	Včera jsme četli/četly knihu.				AGRSEM	SB0098	Sandra		1	diese Beispiele sollten parallel geführt werden
pl	To mój kolega z czasów, gdy pracowaliśmy w dziennikarskim fachu we Lwowie.				NOMPRED	SB0099	Sandra		1	
pl	Znajomy dał mi swój nowy numer telefonu, pożegnał się i poszedł.				POSS	SB0100	Sandra		1	
bcms	Organizator putovanja bila je moja malenkost.				NOMPRED	SB0101	Sandra		1	
pl	Czeka na pana jakiś mężczyzna.				IDEFIN	SB0102	Sandra		1	
bcms	Uvjeren sam da Mirko je došao.				COMP	SB0103	Sandra		1	diese Beispiele sollten parallel geführt werden
pl	Jestem przekonany, że Michał już przyszedł.				COMP	SB0104	Sandra		1	diese Beispiele sollten parallel geführt werden
cs	Jsem přesvědčen, že Michal už přišel.				COMP	SB0104	Sandra		1	diese Beispiele sollten parallel geführt werden
ru	Когда начнутся зимние каникулы, Ивановы поедут в отпуск.				NAME	SB0105	Sandra		1	
ru	Соня сообщила, что она сегодня не может прийти.				COMP	SB0106	Sandra		1	
pl	Była wiosna, gdy odwiedzili nas Nowakowie.				NAME	SB0107	Sandra		1	
pl	Marek wierzy, że zda ten egzamin.				COMP	SB0108	Sandra		1	
ru	Я хочу узнать, что думает Миша.				COMP	SB0109	Sandra		1	
pl	Chcę wiedzieć, co myśli Michał.				COMP	SB0109	Sandra		1	
bcms	Zanima me što Mirko misli.				COMP	SB0109	Sandra		1	
cs	Chci vědět, co si Michal myslí.				COMP	SB0109	Sandra		1	
ru	Вы не могли бы открыть окно?				SA-DIR	SB0110	Sandra		1	
pl	Mógłby pan otworzyć okno?				SA-DIR	SB0110	Sandra		1	
bcms	Možete li otvoriti prozor?				SA-DIR	SB0110	Sandra		1	
cs	Mohli byste otevřít okno?				SA-DIR	SB0110	Sandra		1	
ru	Читай/те эту книгу!				SA-DIR	SB0111	Sandra		1	
pl	Czytaj/Czytajcie tę książkę!				SA-DIR	SB0111	Sandra		1	
bcms	Čitaj/Čitajte ovu knjigu!				SA-DIR	SB0111	Sandra		1	
cs	Přečti/Přečtěte tuto knihu!				SA-DIR	SB0111	Sandra		1	
ru	Уберите комнату!				SA-DIR	SB0112	Sandra		1	
